County,variable,value
Amherst County,mean_yrbuilt_1960.1969,NaN
Appomattox County,mean_yrbuilt_1960.1969,0.26204312738966207
Arlington County,mean_yrbuilt_1960.1969,NaN
Augusta County,mean_yrbuilt_1960.1969,NaN
Bath County,mean_yrbuilt_1960.1969,0.6305732484076433
Bedford County,mean_yrbuilt_1960.1969,0.4609376487397895
Bland County,mean_yrbuilt_1960.1969,-0.285515873015873
Botetourt County,mean_yrbuilt_1960.1969,0.30430218949866444
Bristol city,mean_yrbuilt_1960.1969,NaN
Brunswick County,mean_yrbuilt_1960.1969,2.1433451059276445
Buchanan County,mean_yrbuilt_1960.1969,NaN
Buckingham County,mean_yrbuilt_1960.1969,NaN
Buena Vista city,mean_yrbuilt_1960.1969,0.6822429906542056
Campbell County,mean_yrbuilt_1960.1969,0.6502716111884038
Caroline County,mean_yrbuilt_1960.1969,NaN
Carroll County,mean_yrbuilt_1960.1969,2.375759298483041
Charles City County,mean_yrbuilt_1960.1969,0.7064404022478556
Charlotte County,mean_yrbuilt_1960.1969,1.663304785515739
Charlottesville city,mean_yrbuilt_1960.1969,NaN
Chesapeake city,mean_yrbuilt_1960.1969,0.3864658424020617
Chesterfield County,mean_yrbuilt_1960.1969,0.25601599720800833
Clarke County,mean_yrbuilt_1960.1969,-0.20107323232323226
Colonial Heights city,mean_yrbuilt_1960.1969,NaN
Covington city,mean_yrbuilt_1960.1969,0.61931006327822
Craig County,mean_yrbuilt_1960.1969,NaN
Culpeper County,mean_yrbuilt_1960.1969,0.5281189961051603
Cumberland County,mean_yrbuilt_1960.1969,NaN
Danville city,mean_yrbuilt_1960.1969,0.9229619988125147
Dickenson County,mean_yrbuilt_1960.1969,NaN
Dinwiddie County,mean_yrbuilt_1960.1969,NaN
Emporia city,mean_yrbuilt_1960.1969,1.0995180722891567
Essex County,mean_yrbuilt_1960.1969,NaN
Fairfax city,mean_yrbuilt_1960.1969,NaN
Fairfax County,mean_yrbuilt_1960.1969,0.47347642072292395
Falls Church city,mean_yrbuilt_1960.1969,NaN
Fauquier County,mean_yrbuilt_1960.1969,NaN
Floyd County,mean_yrbuilt_1960.1969,NaN
Fluvanna County,mean_yrbuilt_1960.1969,NaN
Franklin city,mean_yrbuilt_1960.1969,0.8562062937062938
Franklin County,mean_yrbuilt_1960.1969,0.6620630364832727
Frederick County,mean_yrbuilt_1960.1969,NaN
Fredericksburg city,mean_yrbuilt_1960.1969,0.8650779610236083
Galax city,mean_yrbuilt_1960.1969,2.216510903426791
Giles County,mean_yrbuilt_1960.1969,NaN
Gloucester County,mean_yrbuilt_1960.1969,0.5320839255122304
Goochland County,mean_yrbuilt_1960.1969,-0.2934382284382284
Grayson County,mean_yrbuilt_1960.1969,1.3132549824991608
Greene County,mean_yrbuilt_1960.1969,NaN
Greensville County,mean_yrbuilt_1960.1969,0.3625058934464875
Halifax County,mean_yrbuilt_1960.1969,NaN
Hampton city,mean_yrbuilt_1960.1969,0.4945101561153553
Hanover County,mean_yrbuilt_1960.1969,0.4333135545023792
Harrisonburg city,mean_yrbuilt_1960.1969,NaN
Henrico County,mean_yrbuilt_1960.1969,NaN
Henry County,mean_yrbuilt_1960.1969,0.7553668437416031
Highland County,mean_yrbuilt_1960.1969,NaN
Hopewell city,mean_yrbuilt_1960.1969,NaN
Isle of Wight County,mean_yrbuilt_1960.1969,0.16600617911678586
James City County,mean_yrbuilt_1960.1969,NaN
King and Queen County,mean_yrbuilt_1960.1969,NaN
King George County,mean_yrbuilt_1960.1969,0.1942356008896388
King William County,mean_yrbuilt_1960.1969,NaN
Lancaster County,mean_yrbuilt_1960.1969,-0.9899565262937355
Lee County,mean_yrbuilt_1960.1969,0.8063784188784189
Lexington city,mean_yrbuilt_1960.1969,-0.1276595744680851
Loudoun County,mean_yrbuilt_1960.1969,0.4147406261652689
Louisa County,mean_yrbuilt_1960.1969,0.704258450318874
Lunenburg County,mean_yrbuilt_1960.1969,NaN
Lynchburg city,mean_yrbuilt_1960.1969,0.4938849858193215
Madison County,mean_yrbuilt_1960.1969,0.5892857142857143
Manassas city,mean_yrbuilt_1960.1969,NaN
Manassas Park city,mean_yrbuilt_1960.1969,NaN
Martinsville city,mean_yrbuilt_1960.1969,1.2233426806730059
Mathews County,mean_yrbuilt_1960.1969,NaN
Mecklenburg County,mean_yrbuilt_1960.1969,2.434136895195376
Middlesex County,mean_yrbuilt_1960.1969,NaN
Montgomery County,mean_yrbuilt_1960.1969,NaN
Nelson County,mean_yrbuilt_1960.1969,NaN
New Kent County,mean_yrbuilt_1960.1969,0.06120647119755058
Newport News city,mean_yrbuilt_1960.1969,1.032135532766023
Norfolk city,mean_yrbuilt_1960.1969,1.1770642217577256
Northampton County,mean_yrbuilt_1960.1969,2.085625554569654
Northumberland County,mean_yrbuilt_1960.1969,1.9452110883638576
Norton city,mean_yrbuilt_1960.1969,NaN
Nottoway County,mean_yrbuilt_1960.1969,1.6999272452127352
Orange County,mean_yrbuilt_1960.1969,NaN
Page County,mean_yrbuilt_1960.1969,0.6327330539095245
Patrick County,mean_yrbuilt_1960.1969,NaN
Petersburg city,mean_yrbuilt_1960.1969,0.33060033057850674
Pittsylvania County,mean_yrbuilt_1960.1969,0.712385332196543
Poquoson city,mean_yrbuilt_1960.1969,NaN
Portsmouth city,mean_yrbuilt_1960.1969,0.8062411232777262
Powhatan County,mean_yrbuilt_1960.1969,-0.10818717168515234
Prince Edward County,mean_yrbuilt_1960.1969,0.8500631156542691
Prince George County,mean_yrbuilt_1960.1969,0.29283881521458865
Prince William County,mean_yrbuilt_1960.1969,0.20169074887698138
Pulaski County,mean_yrbuilt_1960.1969,NaN
Radford city,mean_yrbuilt_1960.1969,2.4307437116260644
Rappahannock County,mean_yrbuilt_1960.1969,-0.20081967213114754
Richmond city,mean_yrbuilt_1960.1969,NaN
Richmond County,mean_yrbuilt_1960.1969,-0.8082003302146396
Roanoke city,mean_yrbuilt_1960.1969,1.1217390418675575
Roanoke County,mean_yrbuilt_1960.1969,0.5086423100381842
Rockbridge County,mean_yrbuilt_1960.1969,1.1008271188082561
Rockingham County,mean_yrbuilt_1960.1969,0.7005324571992629
Russell County,mean_yrbuilt_1960.1969,1.1828761411444502
Salem city,mean_yrbuilt_1960.1969,1.0501171759599142
Scott County,mean_yrbuilt_1960.1969,0.8553241875470243
Shenandoah County,mean_yrbuilt_1960.1969,NaN
Smyth County,mean_yrbuilt_1960.1969,0.7347478314244578
Southampton County,mean_yrbuilt_1960.1969,0.5156753635912509
Spotsylvania County,mean_yrbuilt_1960.1969,0.6117362844171442
Stafford County,mean_yrbuilt_1960.1969,NaN
Staunton city,mean_yrbuilt_1960.1969,2.6995889817330077
Suffolk city,mean_yrbuilt_1960.1969,0.6593323728613755
Surry County,mean_yrbuilt_1960.1969,-0.048421807747489234
Sussex County,mean_yrbuilt_1960.1969,0.8111587599392477
Tazewell County,mean_yrbuilt_1960.1969,1.1048216488047486
Virginia Beach city,mean_yrbuilt_1960.1969,0.6031339386775548
Warren County,mean_yrbuilt_1960.1969,NaN
Washington County,mean_yrbuilt_1960.1969,NaN
Waynesboro city,mean_yrbuilt_1960.1969,0.3514458465133465
Westmoreland County,mean_yrbuilt_1960.1969,0.8766767028677749
Williamsburg city,mean_yrbuilt_1960.1969,2.091486149200382
Winchester city,mean_yrbuilt_1960.1969,NaN
Wise County,mean_yrbuilt_1960.1969,NaN
Wythe County,mean_yrbuilt_1960.1969,1.0412902831704998
York County,mean_yrbuilt_1960.1969,0.1807292530958629
NA,mean_yrbuilt_1960.1969,2.707317073170732
Accomack County,mean_yrbuilt_1970.1979,NaN
Albemarle County,mean_yrbuilt_1970.1979,0.8910723980310791
Alexandria city,mean_yrbuilt_1970.1979,NaN
Alleghany County,mean_yrbuilt_1970.1979,0.7298073137039923
Amelia County,mean_yrbuilt_1970.1979,1.36990135963743
Amherst County,mean_yrbuilt_1970.1979,NaN
Appomattox County,mean_yrbuilt_1970.1979,1.1686653547444832
Arlington County,mean_yrbuilt_1970.1979,NaN
Augusta County,mean_yrbuilt_1970.1979,NaN
Bath County,mean_yrbuilt_1970.1979,1.2857142857142858
Bedford County,mean_yrbuilt_1970.1979,0.7065703706917494
Bland County,mean_yrbuilt_1970.1979,1.2895220588235294
Botetourt County,mean_yrbuilt_1970.1979,0.218042297927848
Bristol city,mean_yrbuilt_1970.1979,NaN
Brunswick County,mean_yrbuilt_1970.1979,2.3883200670297446
Buchanan County,mean_yrbuilt_1970.1979,NaN
Buckingham County,mean_yrbuilt_1970.1979,NaN
Buena Vista city,mean_yrbuilt_1970.1979,0.782312925170068
Campbell County,mean_yrbuilt_1970.1979,1.2376559654621275
Caroline County,mean_yrbuilt_1970.1979,NaN
Carroll County,mean_yrbuilt_1970.1979,3.0295802002547725
Charles City County,mean_yrbuilt_1970.1979,0.7121131741821397
Charlotte County,mean_yrbuilt_1970.1979,1.3634100131280582
Charlottesville city,mean_yrbuilt_1970.1979,NaN
Chesapeake city,mean_yrbuilt_1970.1979,1.0286212008322242
Chesterfield County,mean_yrbuilt_1970.1979,0.6345626782155738
Clarke County,mean_yrbuilt_1970.1979,0.367919829458291
Colonial Heights city,mean_yrbuilt_1970.1979,NaN
Covington city,mean_yrbuilt_1970.1979,0.443000693000693
Craig County,mean_yrbuilt_1970.1979,NaN
Culpeper County,mean_yrbuilt_1970.1979,0.4773687599659403
Cumberland County,mean_yrbuilt_1970.1979,NaN
Danville city,mean_yrbuilt_1970.1979,1.1723258110124737
Dickenson County,mean_yrbuilt_1970.1979,NaN
Dinwiddie County,mean_yrbuilt_1970.1979,NaN
Emporia city,mean_yrbuilt_1970.1979,0.9972222222222222
Essex County,mean_yrbuilt_1970.1979,NaN
Fairfax city,mean_yrbuilt_1970.1979,NaN
Fairfax County,mean_yrbuilt_1970.1979,0.8733969272693223
Falls Church city,mean_yrbuilt_1970.1979,NaN
Fauquier County,mean_yrbuilt_1970.1979,NaN
Floyd County,mean_yrbuilt_1970.1979,NaN
Fluvanna County,mean_yrbuilt_1970.1979,NaN
Franklin city,mean_yrbuilt_1970.1979,1.6380771478667446
Franklin County,mean_yrbuilt_1970.1979,1.0048314484189578
Frederick County,mean_yrbuilt_1970.1979,NaN
Fredericksburg city,mean_yrbuilt_1970.1979,1.3923487639855607
Galax city,mean_yrbuilt_1970.1979,2.705886903380521
Giles County,mean_yrbuilt_1970.1979,NaN
Gloucester County,mean_yrbuilt_1970.1979,0.5683444841626013
Goochland County,mean_yrbuilt_1970.1979,0.5756415251415251
Grayson County,mean_yrbuilt_1970.1979,1.377901820059902
Greene County,mean_yrbuilt_1970.1979,NaN
Greensville County,mean_yrbuilt_1970.1979,1.0954805194805193
Halifax County,mean_yrbuilt_1970.1979,NaN
Hampton city,mean_yrbuilt_1970.1979,1.3636077868785723
Hanover County,mean_yrbuilt_1970.1979,0.5863196671260272
Harrisonburg city,mean_yrbuilt_1970.1979,NaN
Henrico County,mean_yrbuilt_1970.1979,NaN
Henry County,mean_yrbuilt_1970.1979,0.8824333619232656
Highland County,mean_yrbuilt_1970.1979,NaN
Hopewell city,mean_yrbuilt_1970.1979,NaN
Isle of Wight County,mean_yrbuilt_1970.1979,0.321736299866083
James City County,mean_yrbuilt_1970.1979,NaN
King and Queen County,mean_yrbuilt_1970.1979,NaN
King George County,mean_yrbuilt_1970.1979,0.9177277619891462
King William County,mean_yrbuilt_1970.1979,NaN
Lancaster County,mean_yrbuilt_1970.1979,0.9102947569776542
Lee County,mean_yrbuilt_1970.1979,2.0667996122945396
Lexington city,mean_yrbuilt_1970.1979,1.6240601503759398
Loudoun County,mean_yrbuilt_1970.1979,0.5146303768907687
Louisa County,mean_yrbuilt_1970.1979,1.2145461264939945
Lunenburg County,mean_yrbuilt_1970.1979,NaN
Lynchburg city,mean_yrbuilt_1970.1979,1.2839298400741141
Madison County,mean_yrbuilt_1970.1979,-0.04180370434481562
Manassas city,mean_yrbuilt_1970.1979,NaN
Manassas Park city,mean_yrbuilt_1970.1979,NaN
Martinsville city,mean_yrbuilt_1970.1979,1.4311394561929198
Mathews County,mean_yrbuilt_1970.1979,NaN
Mecklenburg County,mean_yrbuilt_1970.1979,2.8653701297265517
Middlesex County,mean_yrbuilt_1970.1979,NaN
Montgomery County,mean_yrbuilt_1970.1979,NaN
Nelson County,mean_yrbuilt_1970.1979,NaN
New Kent County,mean_yrbuilt_1970.1979,0.06931784594487027
Newport News city,mean_yrbuilt_1970.1979,1.5717311473376372
Norfolk city,mean_yrbuilt_1970.1979,1.4318368444573493
Northampton County,mean_yrbuilt_1970.1979,2.4865867179714423
Northumberland County,mean_yrbuilt_1970.1979,2.5651586697131252
Norton city,mean_yrbuilt_1970.1979,NaN
Nottoway County,mean_yrbuilt_1970.1979,2.309667124446608
Orange County,mean_yrbuilt_1970.1979,NaN
Page County,mean_yrbuilt_1970.1979,0.8722847044922288
Patrick County,mean_yrbuilt_1970.1979,NaN
Petersburg city,mean_yrbuilt_1970.1979,1.7818900010278391
Pittsylvania County,mean_yrbuilt_1970.1979,1.0547812551581728
Poquoson city,mean_yrbuilt_1970.1979,NaN
Portsmouth city,mean_yrbuilt_1970.1979,1.109733259716079
Powhatan County,mean_yrbuilt_1970.1979,0.06636357172121418
Prince Edward County,mean_yrbuilt_1970.1979,0.6644996590479835
Prince George County,mean_yrbuilt_1970.1979,0.48938556108727665
Prince William County,mean_yrbuilt_1970.1979,0.4674270776673408
Pulaski County,mean_yrbuilt_1970.1979,NaN
Radford city,mean_yrbuilt_1970.1979,2.946847412767811
Rappahannock County,mean_yrbuilt_1970.1979,0.05193615907901622
Richmond city,mean_yrbuilt_1970.1979,NaN
Richmond County,mean_yrbuilt_1970.1979,0.9058547531619747
Roanoke city,mean_yrbuilt_1970.1979,1.2865758694505556
Roanoke County,mean_yrbuilt_1970.1979,1.509062874778283
Rockbridge County,mean_yrbuilt_1970.1979,0.9094555246340961
Rockingham County,mean_yrbuilt_1970.1979,1.1192973155743315
Russell County,mean_yrbuilt_1970.1979,2.2022476022909188
Salem city,mean_yrbuilt_1970.1979,1.3875836249525184
Scott County,mean_yrbuilt_1970.1979,1.4273466443082499
Shenandoah County,mean_yrbuilt_1970.1979,NaN
Smyth County,mean_yrbuilt_1970.1979,1.668792801341771
Southampton County,mean_yrbuilt_1970.1979,0.46527646716994003
Spotsylvania County,mean_yrbuilt_1970.1979,0.6554432099561108
Stafford County,mean_yrbuilt_1970.1979,NaN
Staunton city,mean_yrbuilt_1970.1979,2.8392526403832936
Suffolk city,mean_yrbuilt_1970.1979,0.7413077765286534
Surry County,mean_yrbuilt_1970.1979,1.1254046848219386
Sussex County,mean_yrbuilt_1970.1979,1.2340716804627212
Tazewell County,mean_yrbuilt_1970.1979,1.2999788635874654
Virginia Beach city,mean_yrbuilt_1970.1979,1.0425127203508522
Warren County,mean_yrbuilt_1970.1979,NaN
Washington County,mean_yrbuilt_1970.1979,NaN
Waynesboro city,mean_yrbuilt_1970.1979,0.5373410627192607
Westmoreland County,mean_yrbuilt_1970.1979,1.4211787522309058
Williamsburg city,mean_yrbuilt_1970.1979,1.3579557428872497
Winchester city,mean_yrbuilt_1970.1979,NaN
Wise County,mean_yrbuilt_1970.1979,NaN
Wythe County,mean_yrbuilt_1970.1979,1.2873620936374792
York County,mean_yrbuilt_1970.1979,0.7401072545640586
NA,mean_yrbuilt_1970.1979,3.3333333333333335
Accomack County,mean_yrbuilt_1980.1989,NaN
Albemarle County,mean_yrbuilt_1980.1989,0.9460902308287491
Alexandria city,mean_yrbuilt_1980.1989,NaN
Alleghany County,mean_yrbuilt_1980.1989,1.1484892589103373
Amelia County,mean_yrbuilt_1980.1989,1.0805555555555557
Amherst County,mean_yrbuilt_1980.1989,NaN
Appomattox County,mean_yrbuilt_1980.1989,0.2158214038635517
Arlington County,mean_yrbuilt_1980.1989,NaN
Augusta County,mean_yrbuilt_1980.1989,NaN
Bath County,mean_yrbuilt_1980.1989,0.7070063694267515
Bedford County,mean_yrbuilt_1980.1989,0.9584791234018694
Bland County,mean_yrbuilt_1980.1989,1.335561497326203
Botetourt County,mean_yrbuilt_1980.1989,0.20470959882277184
Bristol city,mean_yrbuilt_1980.1989,NaN
Brunswick County,mean_yrbuilt_1980.1989,2.0917207500661976
Buchanan County,mean_yrbuilt_1980.1989,NaN
Buckingham County,mean_yrbuilt_1980.1989,NaN
Buena Vista city,mean_yrbuilt_1980.1989,1.10752688172043
Campbell County,mean_yrbuilt_1980.1989,1.3072284387318682
Caroline County,mean_yrbuilt_1980.1989,NaN
Carroll County,mean_yrbuilt_1980.1989,2.673137958614673
Charles City County,mean_yrbuilt_1980.1989,1.1968195798704273
Charlotte County,mean_yrbuilt_1980.1989,1.550735483568735
Charlottesville city,mean_yrbuilt_1980.1989,NaN
Chesapeake city,mean_yrbuilt_1980.1989,0.33249093305380584
Chesterfield County,mean_yrbuilt_1980.1989,0.5899169591431136
Clarke County,mean_yrbuilt_1980.1989,0.47883302860751314
Colonial Heights city,mean_yrbuilt_1980.1989,NaN
Covington city,mean_yrbuilt_1980.1989,0.910377358490566
Craig County,mean_yrbuilt_1980.1989,NaN
Culpeper County,mean_yrbuilt_1980.1989,0.7201463662944878
Cumberland County,mean_yrbuilt_1980.1989,NaN
Danville city,mean_yrbuilt_1980.1989,1.024715393123942
Dickenson County,mean_yrbuilt_1980.1989,NaN
Dinwiddie County,mean_yrbuilt_1980.1989,NaN
Emporia city,mean_yrbuilt_1980.1989,0.94375
Essex County,mean_yrbuilt_1980.1989,NaN
Fairfax city,mean_yrbuilt_1980.1989,NaN
Fairfax County,mean_yrbuilt_1980.1989,0.7221117917668766
Falls Church city,mean_yrbuilt_1980.1989,NaN
Fauquier County,mean_yrbuilt_1980.1989,NaN
Floyd County,mean_yrbuilt_1980.1989,NaN
Fluvanna County,mean_yrbuilt_1980.1989,NaN
Franklin city,mean_yrbuilt_1980.1989,1.0272555345422183
Franklin County,mean_yrbuilt_1980.1989,1.3584566153167434
Frederick County,mean_yrbuilt_1980.1989,NaN
Fredericksburg city,mean_yrbuilt_1980.1989,0.8690454407982393
Galax city,mean_yrbuilt_1980.1989,2.3536407121977145
Giles County,mean_yrbuilt_1980.1989,NaN
Gloucester County,mean_yrbuilt_1980.1989,0.6778794222405423
Goochland County,mean_yrbuilt_1980.1989,0.3471652099738415
Grayson County,mean_yrbuilt_1980.1989,1.1267193223443224
Greene County,mean_yrbuilt_1980.1989,NaN
Greensville County,mean_yrbuilt_1980.1989,1.0377091377091376
Halifax County,mean_yrbuilt_1980.1989,NaN
Hampton city,mean_yrbuilt_1980.1989,0.7393709330180708
Hanover County,mean_yrbuilt_1980.1989,0.4797351922663844
Harrisonburg city,mean_yrbuilt_1980.1989,NaN
Henrico County,mean_yrbuilt_1980.1989,NaN
Henry County,mean_yrbuilt_1980.1989,1.5258378025830956
Highland County,mean_yrbuilt_1980.1989,NaN
Hopewell city,mean_yrbuilt_1980.1989,NaN
Isle of Wight County,mean_yrbuilt_1980.1989,1.2065957524844988
James City County,mean_yrbuilt_1980.1989,NaN
King and Queen County,mean_yrbuilt_1980.1989,NaN
King George County,mean_yrbuilt_1980.1989,0.8471150778988279
King William County,mean_yrbuilt_1980.1989,NaN
Lancaster County,mean_yrbuilt_1980.1989,1.024878300330033
Lee County,mean_yrbuilt_1980.1989,1.7980888423968202
Lexington city,mean_yrbuilt_1980.1989,0.963963963963964
Loudoun County,mean_yrbuilt_1980.1989,0.5089678356353262
Louisa County,mean_yrbuilt_1980.1989,0.7174800138778794
Lunenburg County,mean_yrbuilt_1980.1989,NaN
Lynchburg city,mean_yrbuilt_1980.1989,0.4258666297928085
Madison County,mean_yrbuilt_1980.1989,0.7832006369426752
Manassas city,mean_yrbuilt_1980.1989,NaN
Manassas Park city,mean_yrbuilt_1980.1989,NaN
Martinsville city,mean_yrbuilt_1980.1989,1.0022747252747253
Mathews County,mean_yrbuilt_1980.1989,NaN
Mecklenburg County,mean_yrbuilt_1980.1989,2.662416362231911
Middlesex County,mean_yrbuilt_1980.1989,NaN
Montgomery County,mean_yrbuilt_1980.1989,NaN
Nelson County,mean_yrbuilt_1980.1989,NaN
New Kent County,mean_yrbuilt_1980.1989,0.6640860232492164
Newport News city,mean_yrbuilt_1980.1989,1.1523917620303157
Norfolk city,mean_yrbuilt_1980.1989,0.8953527270694298
Northampton County,mean_yrbuilt_1980.1989,2.6017496701041005
Northumberland County,mean_yrbuilt_1980.1989,3.3787816164747317
Norton city,mean_yrbuilt_1980.1989,NaN
Nottoway County,mean_yrbuilt_1980.1989,1.7003412414689634
Orange County,mean_yrbuilt_1980.1989,NaN
Page County,mean_yrbuilt_1980.1989,0.18893663764983232
Patrick County,mean_yrbuilt_1980.1989,NaN
Petersburg city,mean_yrbuilt_1980.1989,1.248344421117871
Pittsylvania County,mean_yrbuilt_1980.1989,1.4637527454011163
Poquoson city,mean_yrbuilt_1980.1989,NaN
Portsmouth city,mean_yrbuilt_1980.1989,0.3575730657862958
Powhatan County,mean_yrbuilt_1980.1989,0.9613917947686433
Prince Edward County,mean_yrbuilt_1980.1989,1.0306215312334688
Prince George County,mean_yrbuilt_1980.1989,0.9595050700129562
Prince William County,mean_yrbuilt_1980.1989,0.4981959912766016
Pulaski County,mean_yrbuilt_1980.1989,NaN
Radford city,mean_yrbuilt_1980.1989,2.370833727280504
Rappahannock County,mean_yrbuilt_1980.1989,0.15333333333333332
Richmond city,mean_yrbuilt_1980.1989,NaN
Richmond County,mean_yrbuilt_1980.1989,1.962282398452611
Roanoke city,mean_yrbuilt_1980.1989,0.945071494373847
Roanoke County,mean_yrbuilt_1980.1989,0.6265933422591401
Rockbridge County,mean_yrbuilt_1980.1989,1.082816481112219
Rockingham County,mean_yrbuilt_1980.1989,1.4443824972603672
Russell County,mean_yrbuilt_1980.1989,1.7359114006772929
Salem city,mean_yrbuilt_1980.1989,0.2886433651568891
Scott County,mean_yrbuilt_1980.1989,2.0896003719811325
Shenandoah County,mean_yrbuilt_1980.1989,NaN
Smyth County,mean_yrbuilt_1980.1989,1.5441848828271334
Southampton County,mean_yrbuilt_1980.1989,1.0005322248711208
Spotsylvania County,mean_yrbuilt_1980.1989,1.214955379748283
Stafford County,mean_yrbuilt_1980.1989,NaN
Staunton city,mean_yrbuilt_1980.1989,1.8844105269758948
Suffolk city,mean_yrbuilt_1980.1989,0.9366191229039422
Surry County,mean_yrbuilt_1980.1989,1.492078410311493
Sussex County,mean_yrbuilt_1980.1989,1.1564239073555844
Tazewell County,mean_yrbuilt_1980.1989,1.2960529437157096
Virginia Beach city,mean_yrbuilt_1980.1989,0.6496429273873794
Warren County,mean_yrbuilt_1980.1989,NaN
Washington County,mean_yrbuilt_1980.1989,NaN
Waynesboro city,mean_yrbuilt_1980.1989,0.9344663013608031
Westmoreland County,mean_yrbuilt_1980.1989,0.8949648561938263
Williamsburg city,mean_yrbuilt_1980.1989,0.3616767013318738
Winchester city,mean_yrbuilt_1980.1989,NaN
Wise County,mean_yrbuilt_1980.1989,NaN
Wythe County,mean_yrbuilt_1980.1989,1.4786439489251721
York County,mean_yrbuilt_1980.1989,1.25252428710666
NA,mean_yrbuilt_1980.1989,2.025
Accomack County,mean_yrbuilt_1990.1999,NaN
Albemarle County,mean_yrbuilt_1990.1999,1.308931889273128
Alexandria city,mean_yrbuilt_1990.1999,NaN
Alleghany County,mean_yrbuilt_1990.1999,0.6058749576469651
Amelia County,mean_yrbuilt_1990.1999,-0.9968954248366013
Amherst County,mean_yrbuilt_1990.1999,NaN
Appomattox County,mean_yrbuilt_1990.1999,0.32426309535279574
Arlington County,mean_yrbuilt_1990.1999,NaN
Augusta County,mean_yrbuilt_1990.1999,NaN
Bath County,mean_yrbuilt_1990.1999,1.5789473684210527
Bedford County,mean_yrbuilt_1990.1999,0.8498096053582443
Bland County,mean_yrbuilt_1990.1999,0.6987385936661299
Botetourt County,mean_yrbuilt_1990.1999,0.35068694148708157
Bristol city,mean_yrbuilt_1990.1999,NaN
Brunswick County,mean_yrbuilt_1990.1999,2.469190865093769
Buchanan County,mean_yrbuilt_1990.1999,NaN
Buckingham County,mean_yrbuilt_1990.1999,NaN
Buena Vista city,mean_yrbuilt_1990.1999,1.0714285714285714
Campbell County,mean_yrbuilt_1990.1999,1.11813441961711
Caroline County,mean_yrbuilt_1990.1999,NaN
Carroll County,mean_yrbuilt_1990.1999,3.165997195210048
Charles City County,mean_yrbuilt_1990.1999,0.8985156268825755
Charlotte County,mean_yrbuilt_1990.1999,1.8794731728125889
Charlottesville city,mean_yrbuilt_1990.1999,NaN
Chesapeake city,mean_yrbuilt_1990.1999,1.0696886622377084
Chesterfield County,mean_yrbuilt_1990.1999,0.8016884208625783
Clarke County,mean_yrbuilt_1990.1999,0.6720853573907009
Colonial Heights city,mean_yrbuilt_1990.1999,NaN
Covington city,mean_yrbuilt_1990.1999,-0.7331730769230769
Craig County,mean_yrbuilt_1990.1999,NaN
Culpeper County,mean_yrbuilt_1990.1999,0.840301845945243
Cumberland County,mean_yrbuilt_1990.1999,NaN
Danville city,mean_yrbuilt_1990.1999,0.9076707597706749
Dickenson County,mean_yrbuilt_1990.1999,NaN
Dinwiddie County,mean_yrbuilt_1990.1999,NaN
Emporia city,mean_yrbuilt_1990.1999,1.008871410279861
Essex County,mean_yrbuilt_1990.1999,NaN
Fairfax city,mean_yrbuilt_1990.1999,NaN
Fairfax County,mean_yrbuilt_1990.1999,0.9179005645469123
Falls Church city,mean_yrbuilt_1990.1999,NaN
Fauquier County,mean_yrbuilt_1990.1999,NaN
Floyd County,mean_yrbuilt_1990.1999,NaN
Fluvanna County,mean_yrbuilt_1990.1999,NaN
Franklin city,mean_yrbuilt_1990.1999,1.326294778863326
Franklin County,mean_yrbuilt_1990.1999,1.1798547640701094
Frederick County,mean_yrbuilt_1990.1999,NaN
Fredericksburg city,mean_yrbuilt_1990.1999,1.2486000961656238
Galax city,mean_yrbuilt_1990.1999,2.967320722755505
Giles County,mean_yrbuilt_1990.1999,NaN
Gloucester County,mean_yrbuilt_1990.1999,0.6199916236548425
Goochland County,mean_yrbuilt_1990.1999,0.3782118704069924
Grayson County,mean_yrbuilt_1990.1999,1.3275629380438274
Greene County,mean_yrbuilt_1990.1999,NaN
Greensville County,mean_yrbuilt_1990.1999,1.19737876802097
Halifax County,mean_yrbuilt_1990.1999,NaN
Hampton city,mean_yrbuilt_1990.1999,0.9851579899356366
Hanover County,mean_yrbuilt_1990.1999,0.8841469077774833
Harrisonburg city,mean_yrbuilt_1990.1999,NaN
Henrico County,mean_yrbuilt_1990.1999,NaN
Henry County,mean_yrbuilt_1990.1999,1.3928011497444002
Highland County,mean_yrbuilt_1990.1999,NaN
Hopewell city,mean_yrbuilt_1990.1999,NaN
Isle of Wight County,mean_yrbuilt_1990.1999,1.2689713977830288
James City County,mean_yrbuilt_1990.1999,NaN
King and Queen County,mean_yrbuilt_1990.1999,NaN
King George County,mean_yrbuilt_1990.1999,0.9693512827042239
King William County,mean_yrbuilt_1990.1999,NaN
Lancaster County,mean_yrbuilt_1990.1999,0.9698792481754976
Lee County,mean_yrbuilt_1990.1999,0.9641002339294998
Lexington city,mean_yrbuilt_1990.1999,1.2767857142857142
Loudoun County,mean_yrbuilt_1990.1999,1.0386300735149838
Louisa County,mean_yrbuilt_1990.1999,0.7908561649706797
Lunenburg County,mean_yrbuilt_1990.1999,NaN
Lynchburg city,mean_yrbuilt_1990.1999,0.9959056976422305
Madison County,mean_yrbuilt_1990.1999,-1.0004001280409731
Manassas city,mean_yrbuilt_1990.1999,NaN
Manassas Park city,mean_yrbuilt_1990.1999,NaN
Martinsville city,mean_yrbuilt_1990.1999,0.676131455399061
Mathews County,mean_yrbuilt_1990.1999,NaN
